SWIFT CODE;ADDRESS;NAME;COUNTRY ISO2 CODE;COUNTRY NAME;IS HEADQUARTER
PCBCCLRMXXX;  ;CHINA CONSTRUCTION BANK,  AGENCIA EN CHILE;CL;CHILE;1
MFCBMTMSXXX;  ST. JULIAN'S, STJ 3140;MERKANTI BANK LIMITED;MT;MALTA;1
PCBCCLRMCLR;  ;CHINA CONSTRUCTION BANK,  AGENCIA EN CHILE;CL;CHILE;0
PESIMTM1XXX;FLOOR 1 SQAQ IL-FAWWARA SLIEMA, SLIEMA, SLM 1670;PERSYSTEMCY SICAV PLC;MT;MALTA;1
RECVMTM1XXX;SUITE 2, FLOOR 3 1 BREWERY STREET MRIEHEL, BIRKIRKARA , BKR 3000;REDHEDGE SICAV PLC;MT;MALTA;1
AUSVMTM1XXX;VALLETTA BUILDINGS SOUTH STREET VALLETTA, VALLETTA, VLT 1103;AURORA SICAV PLC;MT;MALTA;1
RECVMTM1001;SUITE 2, FLOOR 3 1 BREWERY STREET MRIEHEL, BIRKIRKARA , BKR 3000;REDHEDGE SICAV PLC;MT;MALTA;0
SPBOPLPWXXX;KAMIONKA 27  - BRODNICA KUJAWSKO-POMORSKIE, 87-300 ;BANK SPOLDZIELCZY W BRODNICY;PL;POLAND;1
BCECCLC1XXX;  ;BANCO CENTRAL DE CHILE;CL;CHILE;1
OPAYLV21XXX;REPUBLIKAS LAUKUMS 3 - 107  RIGA, RIGA, LV-1010;XOPAY, SIA;LV;LATVIA;1
ASFHPLPKXXX;ZABLOCIE 43B  KRAKOW, MALOPOLSKIE, 30-701;AMER SPORTS GLOBAL BUSINESS SERVICES SP. Z O.O.;PL;POLAND;1
SBMTMTMTXXX;TOWNSQUARE 101 TRIQ IX XATT TA QUI SI SANA SLIEMA, SLIEMA, SLM 3112;SPARKASSE BANK MALTA PLC;MT;MALTA;1
HFSIMTM1XXX;FLOOR 3 BREWERY STREET MRIEHEL, BIRKIRKARA , BKR 3000;HEKA FUNDS SICAV PLC;MT;MALTA;1
MZNSMTM1XXX;MZ HOUSE 55 ST RITA STREET RABAT, RABAT, RBT 1523;M.Z. INVESTMENT SERVICES LIMITED;MT;MALTA;1
NESBPLPWFMB;SOLEC 38  WARSZAWA, MAZOWIECKIE, 00-394;NEST BANK S.A.;PL;POLAND;0
NESBPLPWXXX;UL. WOLOSKA 24  WARSZAWA, MAZOWIECKIE, 02-675;NEST BANK S.A.;PL;POLAND;1
NBPLPLPWSEA;SWIETOKRZYSKA 11-21  WARSZAWA, MAZOWIECKIE, 00-919;NARODOWY BANK POLSKI;PL;POLAND;0
NBPLPLPWSEB;SWIETOKRZYSKA 11-21  WARSZAWA, MAZOWIECKIE, 00-919;NARODOWY BANK POLSKI;PL;POLAND;0
MOXSLV21XXX;LACPLESA STREET 88  RIGA, RIGA, LV-1003;MONEY EXPRESS SIA;LV;LATVIA;1
PAYELV21XXX;ZEMGALU IELA 23A - 19  RIGA, RIGA, LV-1006;PAYSERA LT;LV;LATVIA;1
WCORMTMQXXX;FJVA BUSINESS CENTRE B2 INDUSTRY STREET, ZONE 5, CENTRAL BUSINESS QORMI, QORMI, CBD 5030;WEBCOR INVESTMENTS LTD;MT;MALTA;1
PCBCPLPWXXX;WARSAW FINANCIAL CENTER UL.EMILII PLATER 53, FLOOR 15 WARSZAWA, MAZOWIECKIE, 00-113;CHINA CONSTRUCTION BANK(EUROPE)WARSAW BRANCH;PL;POLAND;1
DEEABGS1XXX;TSAR OSVOBODITEL BLVD 8 FLOOR 4 SOFIA, SOFIA, 1000;SMART FUND ASSET MANAGEMENT;BG;BULGARIA;1
BPKOPLPWSEC;  WARSZAWA, MAZOWIECKIE;PKO BANK POLSKI S.A.;PL;POLAND;0
ENGAPLP1XXX;UL. MARSZALKA JOZEFA PILSUDSKIEG 45  - KOSZALIN, ZACHODNIOPOMORSKIE 75-502;ENGLAND.PL SP. Z O.O.;PL;POLAND;1
EUFVMTM1XXX;175 RUE D'ARGENS  GZIRA, GZIRA, GZR 1362;EUROCHANGE FINANCIAL SERVICES LTD;MT;MALTA;1
NBPLPLPWCRD;SWIETOKRZYSKA 11-21  WARSZAWA, MAZOWIECKIE, 00-919;NARODOWY BANK POLSKI;PL;POLAND;0
PATCBGSFXXX;JAMES BOURCHIER 76A HILL TOWER 1 SOFIA, SOFIA, 1407;PAYNETICS AD;BG;BULGARIA;1
STANALTSXXX;SHESHI SKENDERBEJ 1  TIRANA, TIRANA, 1001;BANK OF ALBANIA;AL;ALBANIA;1
GASIPLP1XXX;ROZANA 2/51  WARSZAWA, MAZOWIECKIE, 02-548;GALPERIN SOLUTION LIMITED LIABILITY COMPANY;PL;POLAND;1
SIAFLV21XXX;BALASTA DAMBIS 70-6  RIGA, RIGA, LV-1048;SIA PAYBANCO;LV;LATVIA;1
IPAGPLPLXXX;HENRYKA SIENKIEWICZA 82/84, FLOOR 3  LODZ, LODZKIE, 90-318;IPAGOO LLP, SPOLKA PARTNERSKA ODDZIAL;PL;POLAND;1
EMONMTM2XXX;TRIQ IX XATT TA' XBIEX  MSIDA, MSIDA, MSD 1516;EMONEY PLC;MT;MALTA;1
LACBLV2XAMS;K. VALDEMARA STREET 2A  RIGA, RIGA, LV-1050;BANK OF LATVIA;LV;LATVIA;0
PTFIPLPWXXX;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;1
BREXPLPWMDM;WSPOLNA 47/49  WARSZAWA, MAZOWIECKIE, 00-684;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
CBCUUYMMGPA;FLORIDA PAYSANDU MONTEVIDEO, MONTEVIDEO, 11000;BANCO CENTRAL DEL URUGUAY;UY;URUGUAY;0
CCUHMTMTXXX;FLOOR GF, EWROPA BUSINESS CENTRE TRIQ DUN KARM BIRKIRKARA, BIRKIRKARA, BKR 9034;MONEYBASE;MT;MALTA;1
PTFIPLPWAAP;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWADG;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWAMS;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWARA;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWARE;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWARJ;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWARW;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWARZ;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWASZ;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWDUS;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWECH;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWEWZ;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWFAP;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWFBL;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWFDL;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWFGD;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWFGM;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWFGS;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWFIB;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWFMS;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWFOD;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWFSK;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWFSW;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWMDG;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWSUR;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
TRIVBGS1XXX;CHERNI VRAH BLVD 43  SOFIA, SOFIA, 1407;TRANSCARD FINANCIAL SERVICES;BG;BULGARIA;1
PTFIPLPWE20;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWE30;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWE40;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWE50;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWE60;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWFOW;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWFSD;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWFSO;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWSIG;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
MTCCMTMTXXX;ST JULIANS BUSINESS CENTRE 2 ELIA ZAMMIT STREET - ST. JULIAN'S, ST JULIAN'S, STJ 3155;MTACC LIMITED;MT;MALTA;1
BKCHCLRMXXX;AVENIDA ANDRES BELLO 2457, FLOOR 16 COSTANERA CENTER TORRE DOS SANTIAGO, PROVINCIA DE SANTIAGO;BANK OF CHINA, AGENCIA EN CHILE;CL;CHILE;1
EBPAPLP1XXX;UL KROLEWSKA 18  WARSZAWA, MAZOWIECKIE, 00-103;EBURY PARTNERS UK LIMITED;PL;POLAND;1
BEHMMCMCXXX;LOT 777 , FLOOR RDC, LES TERRASSES DU PORT 2 AVENUE DES LIGURES MONACO, MONACO, 98000;BESINS HEALTHCARE MONACO SAM;MC;MONACO;1
PTFIPLPWBUR;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWDIA;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWRUB;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWSZA;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWSZM;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
BCHICLRMCUS;  ;BANCO DE CHILE;CL;CHILE;0
ESPYBGS1XXX;IVAN VAZOV STR 16  SOFIA, SOFIA, 1000;EASYPAY AD;BG;BULGARIA;1
PHPYMTM1XXX;SOUTH STREET  VALLETTA, VALLETTA, VLT 1103;PHOENIX PAYMENTS LTD;MT;MALTA;1
TRUDBG21XXX;KARNIGRADSKA 19  SOFIA, SOFIA, 1000;TRANSACT EUROPE EAD;BG;BULGARIA;1
IGTRPLP1XXX;PULAWSKA 111A-109, FLOOR 5  WARSZAWA, MAZOWIECKIE, 02-707;IGORIA TRADE S.A.;PL;POLAND;1
AIZKLV22CLN;ELIZABETES STREET 23  RIGA, RIGA, LV-1010;ABLV BANK, AS IN LIQUIDATION;LV;LATVIA;0
IESCMTM1XXX;OFFICE NO. 9 152 NAXXAR ROAD SAN GWANN, SAINT JOHN, SGN 9030;4 SQ INTERNATIONAL SCC LTD;MT;MALTA;1
PAPYMTMTXXX;31 SLIEMA ROAD  GZIRA, GZIRA, GZR 1637;PAPAYA LTD;MT;MALTA;1
ENLCCLRMXXX;AVENIDA SANTA ROSA 76, FLOOR 15 EDIFICIO ENEL - SANTIAGO, PROVINCIA DE SANTIAGO, 8330099;ENEL CHILE S.A.;CL;CHILE;1
PTFIPLPWAKG;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWAKT;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWALF;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWALS;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWDEL;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWGAM;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWNED;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWOGL;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWOKP;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWPAK;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWPAS;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWPOB;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWPPI;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
UBPGMCMXT2S;LA BELLE EPOQUE 17 AVENUE D'OSTENDE MONACO, MONACO, 98000;UNION BANCAIRE PRIVEE, UBP SA;MC;MONACO;0
LLBBLV2X111;ANTONIJAS 3  RIGA, RIGA, LV-1010;SIGNET BANK AS;LV;LATVIA;0
MSFVMTM1XXX;SUITE 2 , FLOOR 2, SKYWAY OFFICES BLOCK B 178 MARINA STREET PIETA, PIETA, PTA 9042;CEEVO FINANCIAL SERVICES (MALTA) LIMITED;MT;MALTA;1
PAUUMTM1XXX;SUITE 3, FLOOR 2, SKYWAY OFFICES BLOCK A 177 MARINA STREET PIETA, PIETA, PTA 9072;FINXP LIMITED;MT;MALTA;1
SIMZLV21XXX;BLAUMANA STR. 5A-10  RIGA, RIGA, LV-1011;SIA MONETIZATOR;LV;LATVIA;1
BREXPLPWWA5;PROSTA 68  WARSZAWA, MAZOWIECKIE, 00-838;MBANK S.A. (FORMERLY BRE BANK S.A.);PL;POLAND;0
EUFCBGS1XXX;PATRIARCH EVTIMII BLVD 84  SOFIA, SOFIA, 1463;EURO-FINANCE LTD;BG;BULGARIA;1
TRPEMTM1XXX;FLOOR 1, MWH BUILDING ORATORY STREET NAXXAR, NAXXAR, NXR 2504;TRUEVO PAYMENTS LTD;MT;MALTA;1
CFTEMTM1XXX;FLOOR 3 137 SPINOLA ROAD - ST JULIAN'S, ST. JULIAN'S, STJ 3155 ;OPENPAYD FINANCIAL SERVICES MALTA LTD;MT;MALTA;1
DOAEMTM1XXX;FLOOR 5 89 ST. JOHN'S STREET VALLETTA, VALLETTA, VLT 1165;DOLFIN ASSET SERVICES LIMITED;MT;MALTA;1
CHASCLRMAMM;AV. APOQUINDO 2827, FLOOR 13 LAS CONDES - SANTIAGO, PROVINCIA DE SANTIAGO, 7590956;JPMORGAN CHASE BANK, N.A., SANTIAGO BRANCH;CL;CHILE;0
CHASCLRMCDB;AV. APOQUINDO 2827, FLOOR 13 LAS CONDES - SANTIAGO, PROVINCIA DE SANTIAGO, 7590956;JPMORGAN CHASE BANK, N.A., SANTIAGO BRANCH;CL;CHILE;0
CHASCLRMICM;AV. APOQUINDO 2827, FLOOR 13 LAS CONDES - SANTIAGO, PROVINCIA DE SANTIAGO, 7590956;JPMORGAN CHASE BANK, N.A., SANTIAGO BRANCH;CL;CHILE;0
PTFIPLPWFSF;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWFSS;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
GSCLCLR1XXX;AVENIDA APOQUINDO 472, 3 PATIO FOSTER BUILDING, LAS CONDES SANTIAGO, PROVINCIA DE SANTIAGO;GOLDMAN SACHS CHILE LIMITADA;CL;CHILE;1
GSIWPLP1XXX;WARSAW SPIRE PLAC EUROPEJSKI 1 WARSZAWA, MAZOWIECKIE, 00-844;GOLDMAN SACHS INTERNATIONAL WARSAW BRANCH;PL;POLAND;1
GSPSPLP1XXX;WARSAW SPIRE PLAC EUROPEJSKI 1 WARSZAWA, MAZOWIECKIE, 00-844;GOLDMAN SACHS POLAND SERVICES SPOLKA Z OGRANICZONA ODPOWIEDZ;PL;POLAND;1
UNOGMTM1XXX;FLAT 12, REGENT HOUSE BISAZZA STREET SLIEMA, SLIEMA, SLM 1640;UNIONGOLDENPAY LTD;MT;MALTA;1
XPATBGSFXXX;GEORGI RAKOVSKI STR 96A  SOFIA, SOFIA, 1000;EXPAT ASSET MANAGEMENT EAD;BG;BULGARIA;1
CNENPLP1XXX;SZYPERSKA 14, FLOOR V  POZNAN, WIELKOPOLSKIE, 61-754;CURRENCY ONE S.A.;PL;POLAND;1
SRZKPLPKXXX;DUNAJEWSKIEGO 7  KRAKOW, MALOPOLSKIE, 31-133;BANK SPOLDZIELCZY RZEMIOSLA W KRAKOWIE;PL;POLAND;1
AUFCMTM1XXX;TRIQ DUN KARM  BIRKIRKARA, BIRKIRKARA, BKR 9034;AQA UCITS FUNDS SICAV PLC;MT;MALTA;1
LSAVUYM1XXX;RUTA 8 KM 17 500 OF 215 FLOOR 2 MONTEVIDEO, MONTEVIDEO, 11000;LATIN SECURITIES SA AGENTE DE VALORES;UY;URUGUAY;1
VGAGBGSFXXX;CHRISTOPHER COLUMBUS BLVD 43 FLOOR 9 SOFIA, SOFIA, 1521;VARENGOLD BANK AG, SOFIA BRANCH;BG;BULGARIA;1
APAYMTMTXXX;EUROPA BUSINESS CENTRE 2 1 TRIQ DUN KARM BIRKIRKARA, BIRKIRKARA, BKR 9034;TRUST PAYMENTS (MALTA) LTD;MT;MALTA;1
PTFIPLPWSGM;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
FINDMTMTXXX;FLOOR 2, CENTRIS BUSINESS GATEWAY II 46 TRIQ IS-SALIB TAL-IMRIEHEL BIRKIRKARA, BIRKIRKARA, CBD 3020;FINDUCTIVE LTD.;MT;MALTA;1
GSESMTMTXXX;171 OLD BAKERY STREET  VALLETTA, VALLETTA, VLT 1455;GLOBAL SHARES EXECUTION SERVICES LIMITED;MT;MALTA;1
PTFIPLPWAMM;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWP25;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWP30;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWP35;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWP40;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWP45;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWP50;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWP55;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
PTFIPLPWP60;UL CHLODNA 52  WARSZAWA, MAZOWIECKIE, 00-872;PKO TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SA;PL;POLAND;0
VPAYPLP2XXX;VILLA METRO BUSINESS HOUSE 145 WARSZAWA, MAZOWIECKIE, 02-715;VIVA PAYMENT SERVICES SPOLKA AKCYJNA ODDZIAL W POLSCE;PL;POLAND;1
EKIRPLPWXXX;PILECKIEGO ST. 65  WARSZAWA, MAZOWIECKIE, 02-781;KRAJOWA IZBA ROZLICZENIOWA S.A. (KIR S.A.);PL;POLAND;1
