SWIFT CODE;ADDRESS;NAME;COUNTRY ISO2 CODE;COUNTRY NAME;IS HEADQUARTER
CITIBGSFTRD;SITNYAKOVO BLVD 48 SERDIKA OFFICES, FLOOR 10 SOFIA, SOFIA, 1505;CITIBANK EUROPE PLC, BULGARIA BRANCH;BG;BULGARIA;0
CITIBGSFXXX;SITNYAKOVO BLVD 48 SERDIKA OFFICES, FLOOR 10 SOFIA, SOFIA, 1505;CITIBANK EUROPE PLC, BULGARIA BRANCH;BG;BULGARIA;1
CITIPLPXXXX;SENATORSKA 16  WARSZAWA, MAZOWIECKIE, 00-923;BANK HANDLOWY W WARSZAWIE SA;PL;POLAND;1
CITIUYMMCOL;  COLONIA, COLONIA;CITIBANK N.A. URUGUAY;UY;URUGUAY;0
CITIUYMMPDE;  PUNTA DEL ESTE, MALDONADO, 20000;CITIBANK N.A. URUGUAY;UY;URUGUAY;0
CITIUYMMXXX;CERRITO 455 CIUDAD VIEJA MONTEVIDEO, MONTEVIDEO, 11000;CITIBANK N.A. URUGUAY;UY;URUGUAY;1
CJNOUYM1XXX;18 DE JULIO 1730 FLOOR 10 MONTEVIDEO, MONTEVIDEO, 11200;CAJA NOTARIAL DE JUBILACIONES Y PENSIONES;UY;URUGUAY;1
CJPBUYM1XXX;CIRCUNVALACION DURANGO 314  MONTEVIDEO, MONTEVIDEO, 11000;CAJA DE JUBILACIONES Y PENSIONES BANCARIAS;UY;URUGUAY;1
CJPPUYM1XXX;ANDES 1521  MONTEVIDEO, MONTEVIDEO, 11100;CAJA DE PROFESIONALES UNIVERSITARIOS;UY;URUGUAY;1
CLSMMCM1XXX;LES VILLAS DEL SOLE 47-49 BOULEVARD D'ITALIE MONACO, MONACO, 98007;CAPITALIA LUXEMBOURG S.A.;MC;MONACO;1
CMBAAWAXXXX;KAYA GILBERTO FRANCOIS CROES 53 ORANJESTAD, ORANJESTAD-WEST AND ORANJESTAD-EAST;CARIBBEAN MERCANTILE BANK N.V.;AW;ARUBA;1
CMBMMCMXXXX;17 AVENUE DES SPELUGUES  MONACO, MONACO, 98000;CMB MONACO;MC;MONACO;1
CMCIMCM1LYB;26 BOULEVARD PRINCESSE CHARLOTTE  MONACO, MONACO, 98000;CM-CIC MONACO;MC;MONACO;0
CMCIMCM1XXX;RUE GRIMALDI  MONACO, MONACO, 98000;CM-CIC MONACO;MC;MONACO;1
CMMDMCM1XXX;15 AVENUE DE GRANDE BRETAGNE  MONACO, MONACO, 98000;CREDIT MOBILIER DE MONACO;MC;MONACO;1
CNCCCLR1XXX;  ;CORPORACION NACIONAL DEL COBRE DE CHILE;CL;CHILE;1
CNCOCLR1XXX;EL BOSQUE SUR 130, FLOOR 13 EDIFICIO CONSORCIO - SANTIAGO PROVINCIA DE SANTIAGO, 8320000;CONSORCIO CORREDORES DE BOLSA S.A.;CL;CHILE;1
COMEUYMMALL;  MONTEVIDEO, MONTEVIDEO;SCOTIABANK URUGUAY S.A.;UY;URUGUAY;0
COMEUYMMXXX;MISIONES 1399  MONTEVIDEO, MONTEVIDEO, 11000;SCOTIABANK URUGUAY S.A.;UY;URUGUAY;1
CONBCLRMXXX;PRESIDENTE RIESCO 5537, FLOOR 7 EDIFICIO NUEVA LAS CONDES, LAS SANTIAGO, PROVINCIA DE SANTIAGO;BANCO ITAU CHILE;CL;CHILE;1
COPAUYM1XXX;DIAGONAL FABINI 777  MONTEVIDEO, MONTEVIDEO, 11100;COPAB;UY;URUGUAY;1
COPXMTMTXXX;144 TOWER ROAD  SLIEMA, SLIEMA, SLM 1604;W AND J COPPINI AND CO;MT;MALTA;1
CRBAALTRXXX;  TIRANA, TIRANA;BANKA OTP ALBANIA SH.A;AL;ALBANIA;1
CREDCLRMXXX;  ;BANCO DE CREDITO E INVERSIONES;CL;CHILE;1
CREXBGSFXXX;GEORG WASHINGTON 21  SOFIA, SOFIA, 1000;TOKUDA BANK AD;BG;BULGARIA;1
CRFVMTM1XXX;6 FREEDOM SQUARE  VALLETTA, VALLETTA, VLT 1060;CRYSTAL FINANCE INVESTMENTS LTD.;MT;MALTA;1
CRLYMCM1BAS;21 AVENUE DES BEAUX ARTS  MONACO, MONACO, 98000;LCL (LE CREDIT LYONNAIS) MONACO;MC;MONACO;0
CRLYMCM1CAE;1 AVENUE DES CITRONNIERS  MONACO, MONACO, 98000;LCL (LE CREDIT LYONNAIS) MONACO;MC;MONACO;0
CRLYMCM1FVI;13 AVENUE DU PRINCE HEREDITAIRE  MONACO, MONACO, 98000;LCL (LE CREDIT LYONNAIS) MONACO;MC;MONACO;0
CRLYMCM1LCM;7 AVENUE PRINCE PIERRE  MONACO, MONACO, 98000;LCL (LE CREDIT LYONNAIS) MONACO;MC;MONACO;0
CRLYMCM1LMO;PLACE DES MOULINS  MONACO, MONACO, 98000;LCL (LE CREDIT LYONNAIS) MONACO;MC;MONACO;0
CRLYMCM1MCA;2 AVENUE PRINCESSE ALICE  MONACO, MONACO, 98000;LCL (LE CREDIT LYONNAIS) MONACO;MC;MONACO;0
CRLYMCM1XXX;1 AVENUE DES CITRONNIERS  MONACO, MONACO, 98000;LCL (LE CREDIT LYONNAIS) MONACO;MC;MONACO;1
CRRBCLR1XXX;  ;ITAU CORPBANCA CORREDORES DE BOLSA S.A.;CL;CHILE;1
CRSGMCM1XXX;  MONACO, MONACO, 98000;CREDIT SUISSE ASSET MANAGEMENT;MC;MONACO;1
CSSNPLP1XXX;SZKOLNA 5/13  POZNAN, WIELKOPOLSKIE, 61-832;CASPAR ASSET MANAGEMENT SPOLKA AKCYJNA;PL;POLAND;1
CTBEMTM1XXX;FLOOR 3, STRAND TOWERS 36 THE STRAND SLIEMA, SLIEMA, SLM 1022;COMMBANK EUROPE LTD;MT;MALTA;1
CTBSPLP1XXX;CHLODNA 64  WARSZAWA, MAZOWIECKIE, 00-872;CTBS S.A.;PL;POLAND;1
CUIMPLP1XXX;UL. PROSTA 70  WARSZAWA, MAZOWIECKIE, 00-838;AVIVA INVESTORS POLAND SPOLKA AKCYJNA W LIKWIDACJI;PL;POLAND;1
CULMPLP1XXX;UL. DWORCOWA 5  CHELMNO, KUJAWSKO-POMORSKIE, 86-200;WSCHODNI BANK SPOLDZIELCZY W CHELMIE;PL;POLAND;1
CURPMTM1XXX;FINANCE HOUSE PRINCESS ELIZABETH STR TA'XBIEX, TA'XBIEX, XBX 1102;CURMI AND PARTNERS LIMITED;MT;MALTA;1
DABAPLPWXXX;WSPOLNA 70  WARSZAWA, MAZOWIECKIE, 00-687;DANSKE BANK A/S S.A. ODZIAL W POLSCE;PL;POLAND;1
DBINMTM1XXX;DEBER NIGRET ROAD  ZURRIEQ, ZURRIEQ, ZRQ 3172;D.B.R. INVESTMENTS LIMITED;MT;MALTA;1
DCVVCLRMXXX;  ;DEPOSITO CENTRAL DE VALORES S.A. DEPOSITO DE VALORES;CL;CHILE;1
DDPPPLP1XXX;LOK. 313 PL. DABROWSKIEGO 1 WARSZAWA, MAZOWIECKIE, 00-057;DORADZTWO DLA POLSKICH PRZEDSIEBIORSTW SECURITIES S.A.;PL;POLAND;1
DECVUYM1XXX;DIAGONAL FABINI 777  MONTEVIDEO, MONTEVIDEO, 11100;DEPOSITARIO CENTRAL DE VALORES;UY;URUGUAY;1
DEMIBGSFXXX;GENERAL TOTLEBEN BLVD 8  SOFIA, SOFIA, 1606;D COMMERCE BANK AD;BG;BULGARIA;1
DEUTPLPXXXX;FOCUS BUILDING AL. ARMII LUDOWEJ 26 WARSZAWA, MAZOWIECKIE, 00-609;DEUTSCHE BANK POLSKA S.A.;PL;POLAND;1
DEUTUYM1XXX;AVDA. LUIS DE HERRERA 1248 OF. 1902 MONTEVIDEO, MONTEVIDEO, 11300;DEUTSCHE BANK (URUGUAY) SOCIEDAD ANONIMA INSTITUCION FINANCIERA EXTERNA;UY;URUGUAY;1
DIBRPLP1XXX;WSPOLNA STREET 47/49  WARSZAWA, MAZOWIECKIE, 00-684;MBANK SPOLKA AKCYJNA;PL;POLAND;1
DMAFPLP1XXX;PANSKA CORNER PANSKA 73 WARSZAWA, MAZOWIECKIE, 00-834;DOM MAKLERSKI AFS SP. Z O.O.;PL;POLAND;1
DMOSPLP1XXX;MARSZALKOWSKA 78/80  WARSZAWA, MAZOWIECKIE, 00-517;DOM MAKLERSKI BANKU OCHRONY SRODOWISKA SA;PL;POLAND;1
DMPNPLP1XXX;SZPITALNA 40  KRAKOW, MALOPOLSKIE, 31-024;NOBLE SECURITIES SPOLKA AKCYJNA;PL;POLAND;1
DMTBPLP1XXX;MILLENNIUM PLAZA AL.JEROZOLIMSKIE 123 A WARSZAWA, MAZOWIECKIE, 02-017;DOM MAKLERSKI TMS BROKERS S.A.;PL;POLAND;1
DOINPLP1XXX;RETORYKA 7  KRAKOW, MALOPOLSKIE, 31-108;DOM INWESTYCYJNY NEHREBETIUS S.A.;PL;POLAND;1
DOMDPLP1XXX;MAWY RYNEK 7  KRAKOW, MALOPOLSKIE, 31-041;IDM SPOLKA AKCYJNA W UPADLOSCI UKLADOWEJ;PL;POLAND;1
DOMHPLP1XXX;UL. CHALUBINSKIEGO 8  WARSZAWA, MAZOWIECKIE, 00-613;DOM MAKLERSKI BANKU HANDLOWEGO SPOWKA AKCYJNA;PL;POLAND;1
DOMKPLP1XXX;WOLOSKA 18  WARSZAWA, MAZOWIECKIE, 02-675;BANK POLSKA KASA OPIEKI S.A.;PL;POLAND;1
DOMNPLP1XXX;KOSZYKOWA 54  WARSZAWA, MAZOWIECKIE, 00-675;DOM MAKLERSKI NAVIGATOR SA;PL;POLAND;1
DOMPPLP1XXX;GREY HOUSE RYNEK GLOWNY 6 KRAKOW, MALOPOLSKIE, 31-042;DOM MAKLERSKI PENETRATOR SA;PL;POLAND;1
DOMSPLP1XXX;PLOCKA 9/11B  WARSZAWA, MAZOWIECKIE, 01-231;DOM MAKLERSKI BANKU BPS S.A.;PL;POLAND;1
DSCBCLR1XXX;AVENIDA EL BOSQUE SUR 130, FLOOR 5 CONSORCIO - SANTIAGO, PROVINCIA DE SANTIAGO, 8320000;DEUTSCHE SECURITIES SPA;CL;CHILE;1
DZLKPLP1XXX;NOWY RYNEK 18  - LIDZBARK, POWIAT DZIALDOWSKI, 13-230 ;BANK SPOLDZIELCZY W DZIALDOWIE Z/S W LIDZBARKU;PL;POLAND;1
EBOSPLPW005;  CZESTOCHOWA, SLASKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW017;  WARSZAWA, MAZOWIECKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW018;  BYDGOSZCZ, KUJAWSKO-POMORSKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW021;  WROCLAW, DOLNOSLASKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW034;  KOSZALIN, ZACHODNIOPOMORSKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW047;  POZNAN, WIELKOPOLSKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW050;  WLOCLAWEK, KUJAWSKO-POMORSKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW063;  OLSZTYN, WARMINSKO-MAZURSKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW076;  SZCZECIN, ZACHODNIOPOMORSKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW089;  GDANSK, POMORSKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW102;  WARSZAWA, MAZOWIECKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW106;  KRAKOW, MALOPOLSKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW119;  KATOWICE, SLASKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW122;  RZESZOW, PODKARPACKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW135;  LUBLIN, LUBELSKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW157;  WARSZAWA, MAZOWIECKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW199;  JELENIA GORA, DOLNOSLASKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW210;  OBORNIKI , WIELKOPOLSKIE, 64-600;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW216;  BIALYSTOK, PODLASKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW223;  OSTROW WIELKOPOLSKI, WIELKOPOLSKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW229;  OPOLE, OPOLSKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW232;  KONIN, WIELKOPOLSKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW245;  LODZ, LODZKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW252;  TARNOW, MALOPOLSKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW258;  LEGNICA, DOLNOSLASKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW261;  BIELSKO BIALA, SLASKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW274;  ELBLAG, WARMINSKO-MAZURSKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW287;  WARSZAWA, MAZOWIECKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW290;  PLOCK, MAZOWIECKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPW304;  TORUN, KUJAWSKO-POMORSKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPWCHA;  CHELM, LUBELSKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPWKIA;  KIELCE, SWIETOKRZYSKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPWLOA;  LOMZA, PODLASKIE, 18-400;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPWPIA;  PILA, WIELKOPOLSKIE, 64-920;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPWSUA;  SUWALKI, PODLASKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
EBOSPLPWXXX;UL. ZELAZNA 32  WARSZAWA, MAZOWIECKIE, 00-832;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;1
EBOSPLPWZAA;  ZAMOSC, LUBELSKIE;BANK OCHRONY SRODOWISKA S.A.;PL;POLAND;0
ECCVCLRMXXX;  ;CCLV, CONTRAPARTE CENTRAL S.A.;CL;CHILE;1
EFGBMCMCXXX;VILLA DES AIGLES 15 AVENUE D'OSTENDE MONACO, MONACO, 98000;EFG BANK (MONACO);MC;MONACO;1
EKIRPLP1XXX;PILECKIEGO ST. 65  WARSZAWA, MAZOWIECKIE, 02-781;KRAJOWA IZBA ROZLICZENIOWA S.A. (KIR S.A.);PL;POLAND;1
ELTABGS1XXX;LACHEZAR STANCHEV STR 5 SOPHARMA BUSINESS TOWERS, TOWER:B, FLOOR 12 SOFIA, SOFIA, 1756;ELANA TRADING INC;BG;BULGARIA;1
EMPOALTRXXX;HYRJA 1 RRUGA E KAVAJES NDERTESA 27 TIRANA, TIRANA, 1001;AMERICAN BANK OF INVESTMENTS S.A.;AL;ALBANIA;1
ERMOMCM1XXX;VILLA DES FLEURS 27 BOULEVARD PRINCESSE CHARLOTTE MONACO, MONACO, 98000;BNP PARIBAS WEALTH MANAGEMENT MONACO;MC;MONACO;1
ERSPPLP1XXX;SASKI CRESCENT UL. KROLEWSKA 16 WARSZAWA, MAZOWIECKIE, 00-103;ERSTE SECURITIES POLSKA' SPOWKA AKCYJNA;PL;POLAND;1
ESSEPLPWXXX;UL. ZELAZNA 51/53  WARSZAWA, MAZOWIECKIE, 00-841;SKANDINAVISKA ENSKILDA BANKEN AB, SPOLKA AKCYJNA, ODDZIAL W POLSCE;PL;POLAND;1
ESSIPLPXXXX;LUMEN ZACHODNI ZLOTA STREET 59, FLOOR 5 WARSZAWA, MAZOWIECKIE, 00-120;HAITONG BANK S.A., SPOLKA AKCYJNA ODDZIAL W POLSCE;PL;POLAND;1
EXAEMTM1XXX;PORTOMASO BUSINESS TOWER VJAL PORTOMASO - ST. JULIAN'S, ST JULIAN'S, STJ 3155;XNT LTD;MT;MALTA;1
EXSRPLP1XXX;UL.KRAKOWSKA 12B/1A  RZESZOW, PODKARPACKIE, 35-111;EXPRESS BANK SPOLDZIELCZY W RZESZOWIE;PL;POLAND;1
FALACLRMXXX;CALLE MONEDA 970, FLOOR 9 EDIFICIO EUROCENTRO - SANTIAGO, PROVINCIA DE SANTIAGO, 8320313;BANCO FALABELLA;CL;CHILE;1
FBHLMTMTXXX;143/2 TOWER ROAD  SLIEMA, SLIEMA, SLM 1604;CREDIT EUROPE BANK N.V. MALTA BRANCH;MT;MALTA;1
FEFAALTRXXX;H. 15 RRUGA DRITAN HOXHA, NJESIA BASHKIAKE 11 TIRANA, TIRANA, 1023;PROCREDIT BANK SH. A. ALBANIA (FORMERLY FEFAD BANK);AL;ALBANIA;1
FFBHBGS1XXX;ENOS STREET 2  SOFIA, SOFIA, 1408;FIRST FINANCIAL BROKERAGE HOUSE LTD.;BG;BULGARIA;1
FFSMMTM1XXX;ALPINE HOUSE NAXXAR ROAD SAN GWANN, SAN GWANN, SGN 9032;FEXSERV FINANCIAL SERVICES LIMITED;MT;MALTA;1
FIIHMTM1XXX;SUITE A, FLOOR 2, THE PARK LANE BUILDING MOUNTBATEN STREET G'MANGIA, G'MANGIA, HMR 1576;FINACOM INVESTMENT HOUSE LIMITED;MT;MALTA;1
FIMBMTM3XXX;MERCURY TOWER ELIA ZAMMIT STREET ST. JULIAN'S, ST. JULIAN'S, STJ 3153;FIMBANK PLC;MT;MALTA;1
FINVALTRXXX;TWIN TOWERS NO.2 BLVD.DESHMORET E KOMBIT TIRANA, TIRANA, 1010;FIRST INVESTMENT BANK-ALBANIA SH.A;AL;ALBANIA;1
FINVBGSFXXX;TSARIGRADSKO SHOSSE BOULEVARD 111 P  SOFIA, SOFIA, 1784;FIRST INVESTMENT BANK AD;BG;BULGARIA;1
FITMPLP1XXX;AL. JANA PAWA II 15  WARSZAWA, MAZOWIECKIE, 00-828;FIRST INTERNATIONAL TRADERS DOM MAKLERSKI SA;PL;POLAND;1
FPLSMTM1XXX;MARINA COURT 4 G. CALI STREET TA'XBIEX, TA'XBIEX, XBX 1027;FINANCIAL PLANNING SERVICES LIMITED;MT;MALTA;1
FRIPCLR1XXX;ALCANTARA 200, OF. 202 LAS CONDES SANTIAGO, PROVINCIA DE SANTIAGO 8320000;FITCH CHILE CLASIFICADORA DE REISGO LTD;CL;CHILE;1
FRIPPLP1XXX;SASKI CRESCENT KROLEWSKA 16 WARSZAWA, MAZOWIECKIE, 00-103;FITCH POLSKA SA;PL;POLAND;1
FRIPUYM1XXX;CONVENCION 1490 AP. 201 MONTEVIDEO, MONTEVIDEO, 11100;FITCH URUGUAY CALIFICADORA RIESGO S.A.;UY;URUGUAY;1
FTLNCLRMXXX;  ;TANNER SERVICIOS FINANCIEROS S.A.;CL;CHILE;1
FTRMMTM1XXX;FLOOR 2, THE MALL COMPLEX  FLORIANA, IL-FURJANA, FRN 1470;FINCO TREASURY MANAGEMENT LIMITED;MT;MALTA;1
GASBPLP1XXX;UL.GLOWNA 23  GASOCIN, MAZOWIECKIE, 06-440;BANK SPOLDZIELCZY W GASOCINIE;PL;POLAND;1
GBGCPLPKXXX;THE WARSAW HUB RONDO I. DASZYNSKIEGO 2C WARSZAWA, MAZOWIECKIE, 00-843;VELOBANK S.A.;PL;POLAND;1
GBWCPLPPXXX;UL. SZARYCH SZEREGOW 23A  POZNAN, WIELKOPOLSKIE, 60-462;SGB-BANK S.A. (FORMERLY GOSPODARCZY BANK WIELKOPOLSKI S.A.);PL;POLAND;1
GLFAMTM1XXX;120 THE STRAND  GZIRA, GZIRA, GZR 1027;GLOBALCAPITAL FINANCIAL MANAGEMENT LIMITED;MT;MALTA;1
GLFMMTM1XXX;OPERATIONS CENTRE BALZAN VALLEY ROAD BALZAN, BALZAN, BZN 1407;GLOBALCAPITAL FINANCIAL MANAGEMENT LIMITED;MT;MALTA;1
GLMKBGS1XXX;  SOFIA, SOFIA, 1816;GLOBAL MARKETS;BG;BULGARIA;1
GOSKPLPWXXX;AL. JEROZOLIMSKIE 7  WARSZAWA, MAZOWIECKIE, 00-496;BANK GOSPODARSTWA KRAJOWEGO;PL;POLAND;1
GROIMTM1XXX;MIDDLE SEA HOUSE  FLORIANA, IL-FURJANA, FRN 1442;GROWTH INVESTMENTS LIMITED;MT;MALTA;1
HABALV22XXX;BALASTA DAMBIS 1A  RIGA, RIGA, LV-1048;SWEDBANK AS;LV;LATVIA;1
HAJNPLP1XXX;PILSUDSKIEGO 12  HAJNOWKA, PODLASKIE, 17-200;BANK SPOLDZIELCZY W HAJNOWCE;PL;POLAND;1
HANDPLPWXXX;WOLOSKA 22  WARSZAWA, MAZOWIECKIE, 02-675;SVENSKA HANDELSBANKEN AB SPOLKA AKCYJNA ODDZIAL W POLSCE;PL;POLAND;1
HOCIMTM1XXX;SUITE 33, REGENT HOUSE BISAZZA STREET SLIEMA, SLIEMA, SLM 1640;HOGG CAPITAL INVESTMENTS LIMITED;MT;MALTA;1
HSBCPLPWXXX;RONDO ONZ 1  WARSZAWA, MAZOWIECKIE, 00-124;HSBC CONTINENTAL EUROPE (SA) ODDZIAL W POLSCE;PL;POLAND;1
HSFMMTM1XXX;HEXAGON HOUSE SPENCER GARDENS BLATA IL-BAJDA, BLATA IL-BAJDA, BKR 3000;HSBC GLOBAL ASSET MANAGEMENT (MALTA) LIMITED;MT;MALTA;1
HYVEPLP2XXX;RENAISSANCE TOWER UL. SKIERNIEWICKA 10A WARSZAWA, MAZOWIECKIE, 01-230;PEKAO BANK HIPOTECZNY SA;PL;POLAND;1
IABGBGSFXXX;TODOR ALEXANDROV BLVD 81-83  SOFIA, SOFIA, 1303;INTERNATIONAL ASSET BANK AD;BG;BULGARIA;1
IAFAUYM1XXX;BVAR ARTIGAS 1253  MONTEVIDEO, MONTEVIDEO, 11200;INTEGRACION A.F.A.P. S.A.;UY;URUGUAY;1
IARUAWA1XXX;CAYA G.F. CROES 38  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST ;INTERBANK ARUBA NV;AW;ARUBA;1
ICCSCLR1XXX;APOQUINDO 3457, FLOOR 1 EDIFICIO ITAU - SANTIAGO, PROVINCIA DE SANTIAGO, 8320000;ITAU CORPBANCA CORREDORES DE BOLSA S.A.;CL;CHILE;1
ICPLPLP1XXX;SIENNA 73  WARSZAWA, MAZOWIECKIE, 00-833;INTERBANK FINANCIAL SERVICES SP. Z O.O.;PL;POLAND;1
IDMAPLP1XXX;BUKOWIECKA 92  WARSZAWA, MAZOWIECKIE, 03-893;VESTOR DOM MAKLERSKI S.A.;PL;POLAND;1
IIGBMTMTXXX;PORTOMASO BUSINESS TOWER PORTOMASO ST. JULIAN'S, ST. JULIAN'S, STJ 4011;IIG BANK (MALTA) LTD;MT;MALTA;1
IIMPPLP1XXX;HOLLAND PARK PLAC TRZECH KRZYZY 10/14 WARSZAWA, MAZOWIECKIE, 00-499;NN INVESTMENT PARTNERS TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SPOLKA AKCYJNA;PL;POLAND;1
IMIEAWA1XXX;TANKI LENDEERT 143  - ORANJESTAD ORANJESTAD-WEST AND ORANJESTAD-EAST ;IMTRADEX INTERNATIONAL N.V.;AW;ARUBA;1
INGBBGSFXXX;BULGARIA BLVD 49B  SOFIA, SOFIA, 1404;ING BANK N.V. SOFIA BRANCH;BG;BULGARIA;1
INGBPLPWXXX;UL. SOKOLSKA 34  KATOWICE, SLASKIE, 40-086;ING BANK SLASKI SA;PL;POLAND;1
INTFBGSFXXX;BUSINESS PARK VARNA B1  VARNA, VARNA, 9009;ICARD AD;BG;BULGARIA;1
INUXUYM1XXX;RINCON 477  MONTEVIDEO, MONTEVIDEO, 11000;INDUMEX S.A.;UY;URUGUAY;1
IORTBGSFXXX;BULGARIA BLVD 85  SOFIA, SOFIA, 1404;INVESTBANK JSC;BG;BULGARIA;1
IPSEPLP1XXX;PROZNA 9  WARSZAWA, MAZOWIECKIE, 00-017;IPOPEMA SECURITIES S.A.;PL;POLAND;1
ITAUCLRMXXX;PRESIDENTE RIESCO 5537, FLOOR 7 EDIFICIO NUEVA LAS CONDES, LAS SANTIAGO, PROVINCIA DE SANTIAGO;BANCO ITAU CHILE;CL;CHILE;1
ITAUUYMMXXX;DR. LUIS BONAVITA 1266  MONTEVIDEO, MONTEVIDEO, 11300;BANCO ITAU;UY;URUGUAY;1
ITFIPLP1XXX;HOLLAND PARK PLAC TRZECH KRZYZY 10/14 WARSZAWA, MAZOWIECKIE, 00-499;NN INVESTMENT PARTNERS TOWARZYSTWO FUNDUSZY INWESTYCYJNYCH SPOLKA AKCYJNA;PL;POLAND;1
IVSEPLPPXXX;AL. STANOW ZJEDNOCZONYCH 61A  WARSZAWA, MAZOWIECKIE, 04-028;PLUS BANK S.A.;PL;POLAND;1
IZOLMTMTXXX;53-58 EAST STREET  VALLETTA, VALLETTA, VLT 1251;IZOLA BANK PLC;MT;MALTA;1
JMFSMTM1XXX;FLAT 3 67 SOUTH STREET VALLETTA, VALLETTA, VLT 1105;JESMOND MIZZI FINANCIAL SERVICES LIMITED;MT;MALTA;1
JSSILV21XXX;LACPLESA 20A-1  RIGA, RIGA, LV-1011;DUKASCOPY EUROPE IBS AS;LV;LATVIA;1
KBLXMCMCXXX;BRETAGNE 8 AVENUE DE GRANDE BRETAGNE MONACO, MONACO, 98005;BANQUE RICHELIEU MONACO;MC;MONACO;1
KDPWPLPAXXX;CENTRUM GIELDOWE KSIAZECA 4 WARSZAWA, MAZOWIECKIE, 00-498;NATIONAL DEPOSITORY FOR SECURITIES (KDPW SA);PL;POLAND;1
KDPWPLPWXXX;UL. KSIAZECA 4  WARSZAWA, MAZOWIECKIE, 00-498;KDPW S.A.;PL;POLAND;1
KKSDLV21XXX;TURGENEVA 14  RIGA, RIGA, LV-1050;LATVIJAS ARODBIEDRIBU KRAJAIZDEVU SABIEDRIBA;LV;LATVIA;1
KLESPLP1XXX;UL.GLOWNA 114  KLESZCZOW, LODZKIE, 97-410;BANK SPOLDZIELCZY W KLESZCZOWIE;PL;POLAND;1
KOPWPLP1KPW;  POZNAN, WIELKOPOLSKIE;KOMPANIA PIWOWARSKA S.A.;PL;POLAND;0
KOPWPLP1XXX;UL. SZWAJCARSKA  POZNAN, WIELKOPOLSKIE, 61-285;KOMPANIA PIWOWARSKA S.A.;PL;POLAND;1
KRSPPLPKXXX;RYNEK KLEPARSKI 8  KRAKOW, MALOPOLSKIE, 31-150;KRAKOWSKI BANK SPOLDZIELCZY;PL;POLAND;1
LACBLV2XXXX;K. VALDEMARA STREET 2A  RIGA, RIGA, LV-1050;BANK OF LATVIA;LV;LATVIA;1
LAPBLV2XXXX;BRIVIBAS IELA 54  RIGA, RIGA, LV-1011;AS MAGNETIQ BANK;LV;LATVIA;1
LARVCLR1XXX;  ;LARRAIN VIAL;CL;CHILE;1
